archivo;veredicto;porcentaje;corte_inicio_hz;corte_fin_hz;anchura_hz;caida_db;detalle
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\The King Of House - Give It Up [1993].flac;LOSSLESS;94;20553;20642;89;23.0;corte abrupto en 20.6 kHz pero con siseo/señal por encima (caída de solo 23 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\The Snake Corps - This Is Seagull…. [1990].flac;SOSPECHOSO;97;20450;21439;989;51.4;corte en 20.4 kHz con transición intermedia (989 Hz) y caída profunda (51 dB) — revisar espectrograma a mano | auCDtect: CDDA 100%
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\The Visions of Shiva - How Much Can You Take [1995].flac;LOSSLESS;97;20492;21433;941;38.1;corte en 20.5 kHz con transición intermedia (941 Hz) pero sin silencio profundo debajo (caída de 38 dB) — perfil de conversor, no de códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Thunderball - Bonzai Channel One [1993].flac;LOSSLESS;98;21613;21639;26;18.8;corte abrupto en 21.6 kHz pero con siseo/señal por encima (caída de solo 19 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Thunderball - It's Your Dj (Original Remastered Mix) [1994].flac;SOSPECHOSO;96;20677;21218;541;34.5;"muro estrecho (541 Hz) en 20.7 kHz pegado a Nyquist — posible AAC/Vorbis de alta tasa; revisar espectrograma | auCDtect: CDDA 100%"
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Time To Time - Omnibus (Single Mix) [1992].flac;LOSSLESS;97;20367;21460;1093;62.0;caída progresiva de 1.1 kHz desde 20.4 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Timeless - Spice (Timelesspace Mix) [1994].flac;LOSSLESS;89;17603;19719;2116;21.5;caída progresiva de 2.1 kHz desde 17.6 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Tracid Posse - Power Of Darkness [1992].flac;LOSSLESS;97;21282;21292;10;16.6;corte abrupto en 21.3 kHz pero con siseo/señal por encima (caída de solo 17 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Tracid Posse - Vivarium [1992].flac;LOSSLESS;96;21212;21212;0;15.4;corte abrupto en 21.2 kHz pero con siseo/señal por encima (caída de solo 15 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Transform - Transformation (Club Mix) [1993].flac;LOSSLESS;96;20093;21267;1174;44.3;caída progresiva de 1.2 kHz desde 20.1 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Traumatic - Acid Voices (Higher) [1994].flac;LOSSLESS;97;19377;21298;1921;28.7;caída progresiva de 1.9 kHz desde 19.4 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Tribal Ghost - The Message [1991].flac;LOSSLESS;100;22050;22050;0;13.4;corte abrupto en 22.1 kHz pero con siseo/señal por encima (caída de solo 13 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Trilogy - The Storm [1994].flac;LOSSLESS;93;15646;20557;4911;33.6;caída progresiva de 4.9 kHz desde 15.6 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Trope - Amphetamine [1994].flac;LOSSLESS;100;22050;22050;0;14.1;corte abrupto en 22.1 kHz pero con siseo/señal por encima (caída de solo 14 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Turntable Hoschis - Psychic Complexx [1991].flac;LOSSLESS;97;21296;21296;0;15.3;corte abrupto en 21.3 kHz pero con siseo/señal por encima (caída de solo 15 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Turntable Hoschis - The Re-Flow [1991].flac;LOSSLESS;97;21427;21427;0;15.1;corte abrupto en 21.4 kHz pero con siseo/señal por encima (caída de solo 15 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Twins - Future Visions (Acappella) [1993].flac;LOSSLESS;94;13912;20751;6839;37.7;caída progresiva de 6.8 kHz desde 13.9 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Umo Detic - Fahrenheit [1989].flac;LOSSLESS;92;20210;20267;57;17.8;corte abrupto en 20.2 kHz pero con siseo/señal por encima (caída de solo 18 dB) — un códec deja silencio digital, esto es un filtro de conversor
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Union Jack - Red Herring [1995].flac;LOSSLESS;94;18124;20814;2690;34.7;caída progresiva de 2.7 kHz desde 18.1 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Union Jack - Two Full Moons & A Trout (Caspar Pound Remix) [1994].flac;LOSSLESS;95;18718;21046;2328;34.3;caída progresiva de 2.3 kHz desde 18.7 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Usura - Open Your Mind (Radio Edit) [1992].flac;LOSSLESS;94;20677;20677;0;15.8;corte abrupto en 20.7 kHz pero con siseo/señal por encima (caída de solo 16 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\V-Tracks - Heretic Voices (Train Mix) [1994].flac;LOSSLESS;100;22050;22050;0;11.8;corte abrupto en 22.1 kHz pero con siseo/señal por encima (caída de solo 12 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\V-Tracks - Limits [1995].flac;LOSSLESS;93;19749;20566;817;23.3;corte en 19.7 kHz con transición intermedia (817 Hz) pero sin silencio profundo debajo (caída de 23 dB) — perfil de conversor, no de códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\V-Tracks - Mental Flow (Original Remix) [1995].flac;LOSSLESS;93;20409;20491;82;21.5;corte abrupto en 20.4 kHz pero con siseo/señal por encima (caída de solo 21 dB) — un códec deja silencio digital, esto es un filtro de conversor
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\V-Tracks - Moonland [1995].flac;LOSSLESS;98;16526;21524;4998;39.7;caída progresiva de 5.0 kHz desde 16.5 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\V-Tracks - Subway 26 (Original Version) [1994].flac;LOSSLESS;90;18969;19877;908;24.3;corte en 19.0 kHz con transición intermedia (908 Hz) pero sin silencio profundo debajo (caída de 24 dB) — perfil de conversor, no de códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Vainqueur - Lyot (Maurizio Mix) [1992].flac;LOSSLESS;98;20405;21519;1114;47.8;caída progresiva de 1.1 kHz desde 20.4 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Velocity - Future [1994].flac;LOSSLESS;92;20200;20208;8;16.5;corte abrupto en 20.2 kHz pero con siseo/señal por encima (caída de solo 16 dB) — un códec deja silencio digital, esto es un filtro de conversor
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Velocity - Lust [1994].flac;LOSSLESS;97;20327;21486;1159;52.4;caída progresiva de 1.2 kHz desde 20.3 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Virtual Reality - In Control [1992].flac;LOSSLESS;99;17491;21832;4341;30.5;caída progresiva de 4.3 kHz desde 17.5 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Virtualmismo - Cibernetica (Trance Mix) [1994].flac;LOSSLESS;83;18289;18308;19;20.9;corte abrupto en 18.3 kHz pero con siseo/señal por encima (caída de solo 21 dB) — un códec deja silencio digital, esto es un filtro de conversor
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Virtualmismo - Cosmonautica (Moon Trip Mix) [1993].flac;LOSSLESS;90;17318;19833;2515;25.1;caída progresiva de 2.5 kHz desde 17.3 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Virtualmismo - Cosmonautica (Virtual Mix) [1993].flac;LOSSLESS;90;17321;19831;2510;24.6;caída progresiva de 2.5 kHz desde 17.3 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Virtualmismo - Mismoplastico (Dirtysyncomix) [1992].flac;LOSSLESS;96;17452;21161;3709;38.6;caída progresiva de 3.7 kHz desde 17.5 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Wavedriver - Compulsion [1994].flac;LOSSLESS;87;15062;19259;4197;39.0;caída progresiva de 4.2 kHz desde 15.1 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Wippenberg - Neurodancer (Original Version) [1994].flac;LOSSLESS;97;19153;21485;2332;56.1;caída progresiva de 2.3 kHz desde 19.2 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\With It Guys - Let the music take control (Uncontrolled Mix) [1993].flac;LOSSLESS;97;15063;21454;6391;35.1;caída progresiva de 6.4 kHz desde 15.1 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\World - Hypnotyse [1992].flac;LOSSLESS;100;22050;22050;0;8.3;corte abrupto en 22.1 kHz pero con siseo/señal por encima (caída de solo 8 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\World - In The Extreme [1992].flac;LOSSLESS;100;22050;22050;0;8.3;corte abrupto en 22.1 kHz pero con siseo/señal por encima (caída de solo 8 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\World - Tracy [1992].flac;LOSSLESS;100;22050;22050;0;10.2;corte abrupto en 22.1 kHz pero con siseo/señal por encima (caída de solo 10 dB) — filtro digital de la época, no códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\XTC-Alarm (Power Mix) [1993].flac;LOSSLESS;97;17301;21333;4032;40.2;caída progresiva de 4.0 kHz desde 17.3 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Yves Deruyter - Calling Earth [1994].flac;LOSSLESS;97;19113;21488;2375;43.5;caída progresiva de 2.4 kHz desde 19.1 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Yves Deruyter - Trance City (Remastered Original Mix) [1993].flac;SOSPECHOSO;97;20402;21351;949;58.2;corte en 20.4 kHz con transición intermedia (949 Hz) y caída profunda (58 dB) — revisar espectrograma a mano | auCDtect: CDDA 100%
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Zentral - Que Idea [1993].flac;LOSSLESS;85;15175;18644;3469;35.8;caída progresiva de 3.5 kHz desde 15.2 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Zero Limit - Verificacion [1994].flac;LOSSLESS;94;17623;20739;3116;37.5;caída progresiva de 3.1 kHz desde 17.6 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Zolex - Time Modulator (Black Out Mix) [1993].flac;LOSSLESS;99;20288;21795;1507;58.0;caída progresiva de 1.5 kHz desde 20.3 kHz — típica de filtro antialiasing o remuestreo, no de un códec
E:\Musica\0_Over-Drive_Madrid_[19930917_19950422]\Zolex - Time Modulator [1993].flac;LOSSLESS;98;16656;21678;5022;51.4;caída progresiva de 5.0 kHz desde 16.7 kHz — típica de filtro antialiasing o remuestreo, no de un códec
